1j09A04,1.10.8.70
2dylA01,3.30.200.20
2a19C01,3.30.200.20
2jiiA01,3.30.200.20
2ac3A01,3.30.200.20
3csvA01,3.30.200.20
2w5aA01,3.30.200.20
2clqA01,3.30.200.20
2jc6A01,3.30.200.20
2q83B01,3.30.200.20
1s9jA01,3.30.200.20
3blhA01,3.30.200.20
2ozaA01,3.30.200.20
2fstX01,3.30.200.20
3c4cA01,3.30.200.20
1kobA01,3.30.200.20
1g8aA01,3.30.200.20
3g0eA01,3.30.200.20
2i0eB01,3.30.200.20
3byvA02,3.30.200.20
1b6cB01,3.30.200.20
1ckiA01,3.30.200.20
2oo8X01,3.30.200.20
2jedB01,3.30.200.20
1tvoA01,3.30.200.20
2ipxA01,3.30.200.20
1ia9A01,3.30.200.20
2qkwB01,3.30.200.20
2f2uB01,3.30.200.20
2vd5B01,3.30.200.20
1ciiA02,3.30.305.10
1qakA01,3.30.457.10
1xdnA02,3.30.470.30
1ta8A03,3.30.470.30
1fviA03,3.30.470.30
1a0iA03,3.30.470.30
1ckmA01,3.30.470.30
1x9nA03,3.30.470.30
1gccA00,3.30.730.10
1ew4A00,3.30.920.10
1ekgA00,3.30.920.10
2z6rA02,3.30.950.10
1va0B02,3.30.950.10
2npnA02,3.30.950.10
1wdeA02,3.30.950.10
1pjqB05,3.30.950.10
1cbfA02,3.30.950.10
2i9xA00,3.30.1120.40
1ei6A02,3.30.1360.110
1kjqA02,3.30.1490.20
1a9xA03,3.30.1490.20
2yw2A02,3.30.1490.20
3ethA03,3.30.1490.20
1iowA03,3.30.1490.20
3g8dB03,3.30.1490.20
1bxrA07,3.30.1490.20
1w96A03,3.30.1490.20
1gsaA03,3.30.1490.20
2r85A03,3.30.1490.20
1vkzA02,3.30.1490.20
1i7nA01,3.30.1490.20
2pn1A02,3.30.1490.20
1ehiA03,3.30.1490.20
2nu8B02,3.30.1490.20
2r6fA03,3.30.1490.20
2pbzA03,3.30.1490.20
1kblA01,3.30.1490.20
2olsA01,3.30.1490.20
1rk6A03,3.30.1490.130
1hufA00,3.30.1570.10
1icrA00,3.40.109.10
1noxA00,3.40.109.10
3bemB00,3.40.109.10
1vfrA00,3.40.109.10
1bkjA00,3.40.109.10
2hayB00,3.40.109.10
2r01A01,3.40.109.10
2i7hA00,3.40.109.10
1vkwA01,3.40.109.10
3f9mA01,3.40.367.20
1sz2A02,3.40.367.20
1mkiA01,3.40.710.20
2c42A03,3.40.920.10
2raaA00,3.40.920.10
1a3aC00,3.40.930.10
1xizA00,3.40.930.10
1a6jA00,3.40.930.10
2oqtC00,3.40.930.10
1xkrA00,3.40.1550.10
1n2mC00,3.50.20.10
1n13B00,3.50.20.10
1ibvB00,3.50.20.10
2qsdB02,3.50.100.10
3e7aA00,3.60.21.10
1uteA00,3.60.21.10
2nxfA01,3.60.21.10
1hp1A01,3.60.21.10
3c9fA01,3.60.21.10
1nnwB00,3.60.21.10
2qfpA02,3.60.21.10
1ii7A01,3.60.21.10
2q8uA01,3.60.21.10
2qjcA00,3.60.21.10
1uf3A00,3.60.21.10
1g5bB00,3.60.21.10
2p6bA00,3.60.21.10
1su1A00,3.60.21.10
3ck2A00,3.60.21.10
1d0cA01,3.90.340.10
1m7vA01,3.90.340.10
1hp1A02,3.90.780.10
3c9fA02,3.90.780.10
2gycL00,3.90.1030.10
2cqmA01,3.90.1030.10
1z70X00,3.90.1580.10
1v54L00,4.10.49.10
1qa4A00,4.10.890.10
1v33A02,1.10.8.160
1hq1A00,1.10.260.30
1dulA00,1.10.260.30
1qb2A00,1.10.260.30
1bhaA00,1.10.287.170
1k3eA01,1.10.287.390
1k3eB01,1.10.287.390
1ujwB00,1.10.287.620
1tx4A00,1.10.555.10
1pbwB00,1.10.555.10
3byiD00,1.10.555.10
1f7cA00,1.10.555.10
1iomA01,1.10.580.10
1cshA01,1.10.580.10
2h12B02,1.10.580.10
1vgmA01,1.10.580.10
1du2A00,1.10.1110.10
1irqA00,1.10.1220.10
2cpgB00,1.10.1220.10
1bazA00,1.10.1220.10
2hzaA01,1.10.1220.10
1mntA00,1.10.1220.10
2r6iA02,1.10.3580.10
3c4rA00,1.10.3600.10
1tiiC00,1.20.5.200
1pixA01,1.20.5.680
2beqD00,1.20.5.790
2iubF03,1.20.58.340
2iubA02,1.20.58.340
3ckdA02,1.20.58.360
1dvkA00,1.20.940.10
1l8cA00,1.20.1020.10
2k8fA00,1.20.1020.10
1io1A01,1.20.1330.10
2etdA00,1.20.1440.20
2iazA00,1.20.1500.10
2oeeB00,1.20.1500.10
2pihA00,1.20.1500.10
2jneA00,2.10.290.10
1ya5T01,2.20.160.10
2airB02,2.30.30.20
2ywwB02,2.30.30.20
1gk9B02,2.30.120.10
1fm2B03,2.30.120.10
2rdeA02,2.40.10.220
2gjgA02,2.40.10.220
1ywuA00,2.40.10.220
2nv4A00,2.40.30.70
1bg1A02,2.60.40.630
1d7bA00,2.60.40.1210
2huhA01,2.60.40.1600
1f15B00,2.60.120.530
1js8B02,2.60.310.10
1kmtA00,2.70.50.30
1ds6B00,2.70.50.30
1tl2A00,2.115.10.10
1k5cA00,2.160.20.10
1pe9A00,2.160.20.10
1qcxA00,2.160.20.10
1ogoX02,2.160.20.10
1hg8A00,2.160.20.10
2nspA00,2.160.20.10
1ru4A00,2.160.20.10
1gq8A00,2.160.20.10
1bheA00,2.160.20.10
2o04A00,2.160.20.10
2qy1A00,2.160.20.10
1rwrA00,2.160.20.10
1h80B00,2.160.20.10
1rmgA00,2.160.20.10
3b4nA02,2.160.20.10
1oflA00,2.160.20.10
1ee6A00,2.160.20.10
2qm4D01,2.170.210.10
1ik9A01,2.170.210.10
2hj1A00,3.10.20.280
1z2uA00,3.10.110.10
2grrA00,3.10.110.10
2bepA00,3.10.110.10
1zdnA00,3.10.110.10
2a4dA00,3.10.110.10
2e2cA00,3.10.110.10
1wzvA00,3.10.110.10
1s1qA00,3.10.110.10
2ob4A00,3.10.110.10
3cegA00,3.10.110.10
1ukxA00,3.10.110.10
1br7003,3.10.110.10
1ewnA00,3.10.300.10
1iakB01,3.10.320.10
1uvqA01,3.10.320.10
2bc4B01,3.10.320.10
2bc4C01,3.10.320.10
3c5zD01,3.10.320.10
1eejA01,3.10.450.70
1ccwB01,3.20.20.240
1reqB01,3.20.20.240
1reqA01,3.20.20.240
1svbA02,3.30.67.10
3c5xA02,3.30.67.10
1ydlA00,3.30.70.1220
1svbA03,3.30.387.10
1d1rA00,3.30.780.10
2if1A00,3.30.780.10
1qd1A01,3.30.990.10
1pz4A00,3.30.1050.10
3cnuA00,3.30.1050.10
1iktA00,3.30.1050.10
2ozgA03,3.30.1050.10
2hv2C02,3.30.1050.10
2i00A03,3.30.1050.10
1rkqA02,3.30.1240.10
1rlmA02,3.30.1240.10
1nf2A02,3.30.1240.10
1nrwA02,3.30.1240.10
3byqA00,3.30.1330.110
1sz7A00,3.30.1380.20
2osoA00,3.30.1380.20
2r8oB03,3.40.50.920
2bfdB02,3.40.50.920
2ozlB02,3.40.50.920
2c42A02,3.40.50.920
1l8aA03,3.40.50.920
1rkqA01,3.40.50.1000
1l6rA01,3.40.50.1000
1qq5A01,3.40.50.1000
1s2oA01,3.40.50.1000
1o08A01,3.40.50.1000
1wr8B01,3.40.50.1000
2i7dA01,3.40.50.1000
1nnlA01,3.40.50.1000
2oycA01,3.40.50.1000
1k1eD00,3.40.50.1000
1l7mB01,3.40.50.1000
2qltA01,3.40.50.1000
2hi0A01,3.40.50.1000
2hcfA01,3.40.50.1000
1rlmA01,3.40.50.1000
2pr7A00,3.40.50.1000
2pkeA01,3.40.50.1000
2hdoA01,3.40.50.1000
2ghtA00,3.40.50.1000
2b82A00,3.40.50.1000
1zjjB01,3.40.50.1000
1u02A01,3.40.50.1000
2hszA01,3.40.50.1000
2o2xA01,3.40.50.1000
1te2A01,3.40.50.1000
1nf2A01,3.40.50.1000
2hx1A01,3.40.50.1000
2ho4B01,3.40.50.1000
2nyvA01,3.40.50.1000
3bwvA01,3.40.50.1000
3cnhA01,3.40.50.1000
1wpgA04,3.40.50.1000
1rkuA01,3.40.50.1000
1swvA01,3.40.50.1000
2p11A01,3.40.50.1000
1ltqA02,3.40.50.1000
2i6xA01,3.40.50.1000
2obbA00,3.40.50.1000
3b8cA03,3.40.50.1000
2dkoA00,3.40.50.1460
1rwxA00,3.40.50.1460
1pyoC00,3.40.50.1460
2j32A00,3.40.50.1460
1cvrA02,3.40.50.1460
1nw9B00,3.40.50.1460
3bijB00,3.40.50.1460
1o2dA01,3.40.50.1970
1rrmA01,3.40.50.1970
1sg6A01,3.40.50.1970
1kq3A01,3.40.50.1970
1ujnA01,3.40.50.1970
3ce9A01,3.40.50.1970
2o8nA00,3.40.50.10260
2ax3A01,3.40.50.10260
1moqA01,3.40.50.10490
3ff1B01,3.40.50.10490
2cxnA02,3.40.50.10490
1vimA00,3.40.50.10490
1tzbA01,3.40.50.10490
1nriA00,3.40.50.10490
3cvjC00,3.40.50.10490
3ff1B02,3.40.50.10490
2yvaA00,3.40.50.10490
3c3jA01,3.40.50.10490
1tzbA02,3.40.50.10490
1m3sB00,3.40.50.10490
3c3jA02,3.40.50.10490
1moqA02,3.40.50.10490
2q8nA02,3.40.50.10490
2q8nA01,3.40.50.10490
1j5xA01,3.40.50.10490
2cxnA01,3.40.50.10490
2o2cA02,3.40.50.10490
1j5xA02,3.40.50.10490
2o2cC01,3.40.50.10490
3c3dA01,3.40.50.10680
2bjiB02,3.40.190.80
1ka1A02,3.40.190.80
1nuwA02,3.40.190.80
1vdwA02,3.40.190.80
1jp4A02,3.40.190.80
1lbvA02,3.40.190.80
3b8bA02,3.40.190.80
1inpA03,3.40.190.80
1ni9A02,3.40.190.90
1ooyA02,3.40.810.20
2hj0A02,3.40.810.20
1poiB00,3.40.810.20
3bsuA00,3.40.970.10
1uuyA00,3.40.980.10
1mkzA00,3.40.980.10
1di6A00,3.40.980.10
2pjkA00,3.40.980.10
1uz5A01,3.40.980.10
1g8lA01,3.40.980.10
1wu2A01,3.40.980.10
1c96A02,3.40.1060.10
2cyjA00,3.40.1230.10
2fi9A00,3.40.1230.10
3cpkA00,3.40.1230.10
2gm2A01,3.40.1230.10
2a9dA01,3.90.420.10
1xdyG00,3.90.420.10
1d0qA00,3.90.580.10
1s2oA02,3.90.1070.10
1wr8A02,3.90.1070.10
1l6rA02,3.90.1070.10
2yyvB00,3.90.1560.10
2icuA00,3.90.1680.10
1bj6A00,4.10.60.10
1a6bB00,4.10.60.10
1a1tA00,4.10.60.10
1cl4A00,4.10.60.10
1i4oC00,4.10.180.30
1iuaA00,4.10.490.10
1hlqA00,4.10.490.10
1hpiA00,4.10.490.10
1isuA00,4.10.490.10
1ibtC00,4.10.510.10
2prgC00,4.10.630.10
1gp8A00,4.10.810.10
1wvkA00,4.10.1050.10
1xb4B01,1.10.10.570
1vq8W02,1.10.15.30
1jvrA00,1.10.185.10
2oy9A01,1.10.220.80
3e2oA02,1.10.420.10
1gwuA02,1.10.420.10
1iynA02,1.10.420.10
1itkA04,1.10.420.10
1itkA02,1.10.420.10
1c8iA02,1.10.420.10
1gk9A01,1.10.439.10
1fm2A00,1.10.439.10
1kehA02,1.10.439.10
1jfzA00,1.10.1520.10
1o0wA01,1.10.1520.10
2o8iA00,1.10.3330.10
2o5hA00,1.10.3510.10
1ltsC00,1.20.5.240
1se7A00,1.20.58.250
1he1A00,1.20.120.260
1g4uS01,1.20.120.260
1hy5B00,1.20.120.260
2hjmA01,1.20.120.460
2lisA00,1.20.150.10
1gakA00,1.20.150.10
1gkmA02,1.20.200.10
2ptrA02,1.20.200.10
1vdkA02,1.20.200.10
1c3cA02,1.20.200.10
1y2mC02,1.20.200.10
1tj7A02,1.20.200.10
1k7wA02,1.20.200.10
3c8tA02,1.20.200.10
1yisA02,1.20.200.10
1ygeA05,1.20.245.10
1loxA01,1.20.245.10
1hbnA03,1.20.840.10
1hbnB02,1.20.840.10
2izxB00,1.20.890.10
2hwnB00,1.20.890.10
1e91A00,1.20.1160.11
1rw2A00,1.25.40.240
2fj8A01,2.10.69.10
2g81I00,2.10.69.10
2ilnI00,2.10.69.10
1bi6H00,2.10.69.10
3ci0J02,2.10.70.20
1g3pA01,2.30.27.10
1tolA01,2.30.27.10
2qdyB02,2.30.30.50
1ugpB02,2.30.30.50
1dj7B00,2.30.30.50
1jb0E00,2.30.30.50
1fx7B03,2.30.30.90
1bi1A03,2.30.30.90
1bymA00,2.30.30.90
1xyiA00,2.40.50.40
1c8cA00,2.40.50.40
1b3aA00,2.40.50.40
1nr4A00,2.40.50.40
2fhtA00,2.40.50.40
2ra4A00,2.40.50.40
2fmmB00,2.40.50.40
2q8rE00,2.40.50.40
2hciA00,2.40.50.40
1tvxA00,2.40.50.40
1pfbA00,2.40.50.40
2j7zA00,2.40.50.40
1icwB00,2.40.50.40
1f2lA00,2.40.50.40
1e0bA00,2.40.50.40
1o7zA00,2.40.50.40
1q3lA00,2.40.50.40
2nyzE00,2.40.50.40
1g6zA00,2.40.50.40
1eigA00,2.40.50.40
1rjtA00,2.40.50.40
1el0A00,2.40.50.40
1j8iA00,2.40.50.40
2q03B00,2.40.350.10
2oojB00,2.40.350.10
1jv2A03,2.60.40.1510
1xakA00,2.60.40.1550
1f35A00,2.60.120.390
1t5rB00,2.70.240.10
1lkfA00,2.70.240.10
2bmoA02,2.102.10.10
2nwfA00,2.102.10.10
1g8kB00,2.102.10.10
1rfsA00,2.102.10.10
1nykA00,2.102.10.10
1vm9A00,2.102.10.10
1fqtA00,2.102.10.10
1jm1A00,2.102.10.10
3c0dA00,2.102.10.10
2jzaA01,2.102.10.10
1n7vA01,2.105.10.10
1ugiD00,3.10.450.20
1vkfA00,3.20.20.400
1d8hA00,3.20.100.10
1tkeA03,3.30.54.20
3bm7A00,3.30.70.900
1iujA00,3.30.70.900
1lq9A00,3.30.70.900
2rilA00,3.30.70.900
1vqsA00,3.30.70.900
2ftrA00,3.30.70.900
1tuvA00,3.30.70.900
3bguA01,3.30.70.900
3bn7A00,3.30.70.900
2od6C00,3.30.70.900
1q4rA00,3.30.70.900
3bdeA00,3.30.70.900
1tz0C00,3.30.70.900
1x7vC00,3.30.70.900
2qycA00,3.30.70.900
2pd1A01,3.30.70.900
2op5E01,3.30.70.900
2od4B01,3.30.70.900
2fiuA00,3.30.70.900
3bb5D00,3.30.70.900
2okqB00,3.30.70.900
1q8bA00,3.30.70.900
3bf4A01,3.30.70.900
2pgcA02,3.30.70.900
2pgcA01,3.30.70.900
1rjjA00,3.30.70.900
1u2cA02,3.30.70.1040
2hc5A01,3.30.160.170
1j3mA00,3.30.310.70
3claA00,3.30.559.10
2i9dA00,3.30.559.10
1sczA00,3.30.559.10
2bghA01,3.30.559.10
2bghA02,3.30.559.10
1dpbA00,3.30.559.10
1hf2A01,3.30.750.50
1j98A00,3.30.1360.80
1j6wB00,3.30.1360.80
1xdnA01,3.30.1490.70
1ta8A02,3.30.1490.70
1fviA01,3.30.1490.70
1dgsA02,3.30.1490.70
1a0iA01,3.30.1490.70
1x9nA02,3.30.1490.70
1iv8A02,3.30.1590.10
1t8sA01,3.30.1730.10
2fwhA00,3.40.30.10
1rw1A00,3.40.30.10
2i4aA00,3.40.30.10
2j23A00,3.40.30.10
2c4jA01,3.40.30.10
1m2dA00,3.40.30.10
1r26A00,3.40.30.10
1lu4A00,3.40.30.10
1senA00,3.40.30.10
2vimA00,3.40.30.10
1qgvA00,3.40.30.10
2f9sB00,3.40.30.10
1vf1A01,3.40.30.10
1wouA00,3.40.30.10
2pu9C00,3.40.30.10
1b4pA01,3.40.30.10
2c0gA01,3.40.30.10
2a2rA01,3.40.30.10
1thxA00,3.40.30.10
1kngA00,3.40.30.10
2e0qA00,3.40.30.10
1a8lA01,3.40.30.10
1w4vA00,3.40.30.10
2hzeA00,3.40.30.10
1tu7A01,3.40.30.10
1o8xA00,3.40.30.10
2f51A00,3.40.30.10
1eemA01,3.40.30.10
1k0mA01,3.40.30.10
2av4A00,3.40.30.10
1a8lA02,3.40.30.10
2cvdA01,3.40.30.10
1t1vA00,3.40.30.10
1abaA00,3.40.30.10
1wwjA00,3.40.30.10
2pvqA01,3.40.30.10
1jzoA02,3.40.30.10
1gh2A00,3.40.30.10
1a8yA03,3.40.30.10
1a8yA01,3.40.30.10
2cz2A01,3.40.30.10
2c3nA01,3.40.30.10
2vo4A01,3.40.30.10
1hyuA02,3.40.30.10
1hyuA04,3.40.30.10
1hd2A00,3.40.30.10
1oe8A01,3.40.30.10
2trcP01,3.40.30.10
1k0dB01,3.40.30.10
2fa8B00,3.40.30.10
2qsiA01,3.40.30.10
1oktA01,3.40.30.10
1a8yA02,3.40.30.10
2b7kA00,3.40.30.10
1prxB01,3.40.30.10
2gsqA01,3.40.30.10
1h75A00,3.40.30.10
1jlvA01,3.40.30.10
1xvqA00,3.40.30.10
2in3A01,3.40.30.10
1rk4A01,3.40.30.10
1xbsA00,3.40.30.10
1aw9A01,3.40.30.10
2c0dA00,3.40.30.10
1jfuA00,3.40.30.10
3cbuA01,3.40.30.10
1ttzA00,3.40.30.10
2f8aB00,3.40.30.10
2p0gB00,3.40.30.10
2okaA00,3.40.30.10
1yexC00,3.40.30.10
1fvkA00,3.40.30.10
3dexH00,3.40.30.10
1nm3A01,3.40.30.10
2bmxA00,3.40.30.10
2pn8H00,3.40.30.10
1nm3A02,3.40.30.10
1nhyA01,3.40.30.10
2hyxA01,3.40.30.10
1un2A00,3.40.30.10
2dmlA01,3.40.30.10
2dizA00,3.40.30.10
1g7eA00,3.40.30.10
1bjxA00,3.40.30.10
1egoA00,3.40.30.10
1fo5A00,3.40.30.10
1g7oA01,3.40.30.10
1iloA00,3.40.30.10
1on4A00,3.40.30.10
1kjqA01,3.40.50.20
1gsoA01,3.40.50.20
1a9xA05,3.40.50.20
2fb9A01,3.40.50.20
2p0aA01,3.40.50.20
2r85A01,3.40.50.20
2r7kA01,3.40.50.20
1dv1B01,3.40.50.20
1iowA01,3.40.50.20
2pn1A01,3.40.50.20
3ethA01,3.40.50.20
2vheA01,3.40.50.20
1gsaA01,3.40.50.20
1ulzA01,3.40.50.20
1e4eA03,3.40.50.20
1vkzA01,3.40.50.20
1bxrA05,3.40.50.20
2gj4A02,3.40.50.2000
2gj4A01,3.40.50.2000
3beoA01,3.40.50.2000
1uqtA01,3.40.50.2000
1iirA01,3.40.50.2000
1jg7A01,3.40.50.2000
1uqtA02,3.40.50.2000
1jg7A02,3.40.50.2000
3beoA02,3.40.50.2000
1f0kA02,3.40.50.2000
1f0kA01,3.40.50.2000
1iirA02,3.40.50.2000
1pswA02,3.40.50.2000
1pswA01,3.40.50.2000
2jzcA00,3.40.50.2000
1z0sA01,3.40.50.10330
1r9lA02,3.40.190.100
1sx5B00,3.40.600.10
2gigB00,3.40.600.10
1azoA00,3.40.600.10
1ev7A01,3.40.600.10
1oaoC04,3.40.970.20
1iuqA02,3.40.1130.10
2v40A03,3.90.170.10
2dsjA03,3.90.1170.30
1brwA01,3.90.1170.30
1uouA03,3.90.1170.30
2tptA03,3.90.1170.30
1tvsA00,4.10.210.10
1iojA00,4.10.260.30
3bwhA02,4.10.470.10
2z4uA02,4.10.470.10
2vc4A02,4.10.470.10
1llnA02,4.10.470.10
1rl0A02,4.10.470.10
1m2tA02,4.10.470.10
1abrA02,4.10.470.10
1r4pA02,4.10.470.10
1hwmA02,4.10.470.10
1hykA00,4.10.760.10
1y7jA00,4.10.760.10
1g9gA03,4.10.870.10
1m9oA00,4.10.1000.10
1gv2A01,1.10.10.60
1w0uA00,1.10.10.60
2hddB00,1.10.10.60
1jggA00,1.10.10.60
2hxiA01,1.10.10.60
1fjlB00,1.10.10.60
2vkeA01,1.10.10.60
1k61C00,1.10.10.60
2i10B01,1.10.10.60
2id3A01,1.10.10.60
2ibdA01,1.10.10.60
1t33B01,1.10.10.60
1w0tA00,1.10.10.60
1gv2A02,1.10.10.60
2id6A01,1.10.10.60
1au7A02,1.10.10.60
1bl0A01,1.10.10.60
3c2bA01,1.10.10.60
1e3oC02,1.10.10.60
1mh3A03,1.10.10.60
1b8iB00,1.10.10.60
1bl0A02,1.10.10.60
1hcrA00,1.10.10.60
3cdlA01,1.10.10.60
1hlvA01,1.10.10.60
3bqzA01,1.10.10.60
1hlvA02,1.10.10.60
1b8iA00,1.10.10.60
3ccyA01,1.10.10.60
2hxoA01,1.10.10.60
1tc3C00,1.10.10.60
1twfJ00,1.10.10.60
2hyjA01,1.10.10.60
1z0xA01,1.10.10.60
1pufB00,1.10.10.60
1zkgA01,1.10.10.60
2raeA01,1.10.10.60
1b72A00,1.10.10.60
1d5yA02,1.10.10.60
1jusD01,1.10.10.60
1le8B00,1.10.10.60
1mnmC00,1.10.10.60
3bg3B04,1.10.10.60
1ic8A02,1.10.10.60
1gdtB03,1.10.10.60
2pmzN00,1.10.10.60
1lfbA00,1.10.10.60
1ignB02,1.10.10.60
1ignA01,1.10.10.60
1iv6A00,1.10.10.60
2dmqA01,1.10.10.60
1fexA00,1.10.10.60
1o4xA02,1.10.10.60
1g2hA00,1.10.10.60
1nk3P00,1.10.10.60
1irzA00,1.10.10.60
1iufA02,1.10.10.60
2ezhA00,1.10.10.60
1s7eA02,1.10.10.60
1iufA01,1.10.10.60
1wh5A00,1.10.10.60
1wjhA00,1.10.10.60
2ezkA00,1.10.10.60
2f48A03,1.10.10.480
2icwG02,1.10.10.530
2i5uA00,1.10.10.630
2zc2A00,1.10.10.630
1xo0A01,1.10.150.130
1a0pA01,1.10.150.130
1z19A01,1.10.150.130
2o6kB00,1.10.150.260
2fj6A01,1.10.150.260
2i5hA02,1.10.150.280
2qezA02,1.10.220.70
1l9lA00,1.10.225.10
1n69A00,1.10.225.10
1nklA00,1.10.225.10
1m12A00,1.10.225.10
1gk9A02,1.10.287.150
1pnkA02,1.10.287.150
1joyA00,1.10.287.240
1p49A02,1.10.287.550
1jjoA00,1.10.287.580
1xqoA02,1.10.340.30
1kg2A02,1.10.340.30
1m3qA03,1.10.340.30
1mpgA02,1.10.340.30
1ornA01,1.10.340.30
1keaA02,1.10.340.30
1xg7A02,1.10.340.30
1ngnA00,1.10.340.30
2ofkA00,1.10.340.30
1abvA00,1.10.520.20
1iuqA01,1.10.1200.50
1ff9A03,1.10.1870.10
1x9nA01,1.10.3260.10
2p1gA01,1.10.3670.10
2im9A01,1.10.3670.10
1jcdB00,1.20.5.190
3cx5C00,1.20.810.10
2e74A00,1.20.810.10
2qsbA00,1.20.1440.50
2qzgA01,1.20.1440.50
1tdpA00,1.20.1470.10
2hoxA01,2.10.25.30
1ou8A00,2.30.30.220
2qazD00,2.30.30.220
1cqxA02,2.40.30.10
1f60A03,2.40.30.10
1kk1A02,2.40.30.10
1umkA01,2.40.30.10
2c78A03,2.40.30.10
1f20A03,2.40.30.10
1krhA02,2.40.30.10
2bmwA01,2.40.30.10
2c78A02,2.40.30.10
2qdxA01,2.40.30.10
1ddgA01,2.40.30.10
1ja1A02,2.40.30.10
1g7sA02,2.40.30.10
2piaA01,2.40.30.10
1r5bA03,2.40.30.10
1kjzA03,2.40.30.10
1ep3B01,2.40.30.10
2gpjA01,2.40.30.10
2bm0A02,2.40.30.10
1g7sA04,2.40.30.10
1xe1A00,2.40.30.10
1qfjA01,2.40.30.10
1vq8B02,2.40.30.10
1wb1B03,2.40.30.10
1r5bA02,2.40.30.10
2hmaA03,2.40.30.10
1n0uA02,2.40.30.10
2rc5B01,2.40.30.10
2gqfA02,2.40.30.10
1aipE02,2.40.30.10
1wb1B02,2.40.30.10
2r6hA01,2.40.30.10
1aipE03,2.40.30.10
1d1nA00,2.40.30.10
1g6eA00,2.60.20.30
1f53A00,2.60.20.30
1c01A00,2.60.20.30
1bhuA00,2.60.20.30
1h8lA02,2.60.40.1120
1uwyA02,2.60.40.1120
3cmgA04,2.60.40.1560
1ulvA03,2.60.40.1560
1h54A01,2.70.98.40
1njhA00,2.70.180.10
2bbkH00,2.130.10.10
1gxrA00,2.130.10.10
1pbyB00,2.130.10.10
1sq9A00,2.130.10.10
1k8kC00,2.130.10.10
2pbiB00,2.130.10.10
1k32A02,2.130.10.10
1jmxB00,2.130.10.10
1nr0A02,2.130.10.10
3b7fA00,2.130.10.10
1ri6A00,2.130.10.10
1nr0A01,2.130.10.10
1erjC00,2.130.10.10
1xksA00,2.130.10.10
1xipA00,2.130.10.10
1mdaH00,2.130.10.10
1fwxA01,2.130.10.10
1jofA00,2.130.10.10
3c5mA00,2.130.10.10
1pguB02,2.130.10.10
1nexB02,2.130.10.10
1olzA01,2.130.10.10
1l0qA01,2.130.10.10
1pguB01,2.130.10.10
2uzxB01,2.130.10.10
1p22A02,2.130.10.10
2vdrA00,2.130.10.130
1h6wA02,2.160.30.10
1twfC02,2.170.120.12
2a6hA02,2.170.120.12
3c0nA01,3.10.40.10
1bcpB01,3.10.40.10
3bofA02,3.20.20.20
1eyeA00,3.20.20.20
1tx2B00,3.20.20.20
2e7fA00,3.20.20.20
2bmbA02,3.20.20.20
1vbwA00,3.30.10.10
1cseI00,3.30.10.10
1to2I00,3.30.10.10
1cq4A00,3.30.10.10
1egpA00,3.30.10.10
1hymA00,3.30.10.10
2nllA00,3.30.50.10
1dszA00,3.30.50.10
1hcqB00,3.30.50.10
3dfxA00,3.30.50.10
2a66A00,3.30.50.10
1kb2B00,3.30.50.10
2vutI00,3.30.50.10
1lv3A00,3.30.50.10
2hhvA03,3.30.70.370
1mswD03,3.30.70.370
1x9mA03,3.30.70.370
1pbuA00,3.30.70.1010
1kp8A02,3.30.260.10
1q3qA02,3.30.260.10
1ewqA02,3.30.420.110
2v8fA00,3.30.450.30
1j3wC00,3.30.450.30
3nulA00,3.30.450.30
3d9yA00,3.30.450.30
1vetA00,3.30.450.30
1vetB00,3.30.450.30
1tgqA00,3.30.450.30
1fc6A01,3.30.750.34
1nr3A00,3.30.1190.10
3c9uB01,3.30.1330.10
2z01A01,3.30.1330.10
1f7uA03,3.30.1360.70
1iq0A02,3.30.1360.70
1oo0A00,3.30.1560.10
1vclA03,3.30.1750.10
2joeA01,3.30.1830.10
1b93C00,3.40.50.1380
1wo8A00,3.40.50.1380
1c30A08,3.40.50.1380
1a9xA08,3.40.50.1380
1g8mA04,3.40.50.1380
1sbzB00,3.40.50.1950
1mvlA00,3.40.50.1950
1g63A00,3.40.50.1950
1p3y100,3.40.50.1950
1em8A00,3.40.50.10110
2q07A01,3.40.50.10630
2v3zA01,3.40.350.10
3biqA01,3.40.350.10
1chmA01,3.40.350.10
1wy2A01,3.40.350.10
2hxmA00,3.40.470.10
1ui0A00,3.40.470.10
1oe4A00,3.40.470.10
1mugA00,3.40.470.10
2zhxE00,3.40.470.10
3bdfB00,3.40.720.10
1hdhA01,3.40.720.10
1zedA00,3.40.720.10
2qzuA01,3.40.720.10
1aukA01,3.40.720.10
1o98A02,3.40.720.10
1fsuA01,3.40.720.10
2i09A01,3.40.720.10
1ei6A01,3.40.720.10
1ooyA01,3.40.1080.10
1xr4A01,3.40.1080.10
1poiA01,3.40.1080.10
2oasA01,3.40.1080.10
1n8yC01,3.80.20.20
2hr7A01,3.80.20.20
2ahxA01,3.80.20.20
2ahxA03,3.80.20.20
2hr7B03,3.80.20.20
2fokB01,3.90.241.10
1hbnA01,3.90.390.10
1d0cA02,3.90.440.10
1xg0B00,3.90.510.10
1f3mA00,3.90.810.10
1ceeB00,3.90.810.10
1e0aB00,3.90.810.10
1ej5A00,3.90.810.10
2fpqA00,3.90.1240.10
1t3cA00,3.90.1240.10
2g7nA00,3.90.1240.10
1e1hA00,3.90.1240.10
1gqiA03,3.90.1330.10
1wdcA00,4.10.270.10
2c42A07,4.10.790.10
